"result_id","CODE_INDI_ANO","result_score","latitude","longitude"
"86070_2619_00016","1689422","0.5618163636363637","46.574848","0.648516"
"86066_1670_00012","2529922","0.6470534514637905","46.813301","0.531436"
"86086_0010_00007","1666542","0.6381575659824046","46.807338","0.743176"
"86297_1295_00016","3334962","0.6035973737373737","46.61026","0.270767"
"86075_0340_00018","1781402","0.48653535353535354","46.81145","0.164427"
"86041_2073_00001","2870142","0.62441995215311","46.612485","0.364593"
"86066_1990_00028","3025472","0.6599239296187682","46.817181","0.548212"
"86015_1220_00018","4160962","0.6325445454545454","46.120853","0.644409"
"86198_0026_00005","1678942","0.5386622630560928","46.545736","0.574484"
"86157_1150_00105","1796742","0.6521215151515151","46.551756","0.385522"
"86235_0012_00006","1654132","0.6484081818181818","46.380357","0.415953"
"86164_0062_00017","1004682","0.540624081237911","46.732966","0.6144"
"86139_0414","4272432","0.4664870129870129","46.432993","0.133651"
"86014_0115_00067","3445592","0.6580236363636363","46.752237","0.560673"
"86066_0712_00051","1283132","0.6355063157894736","46.824385","0.509279"
"86075_0640_00003_a","2080502","0.6067772727272727","46.815616","0.164815"
"86133_1240","1655352","0.4069807610993657","46.519205","0.280595"
"86183_0005_00027","1674032","0.5541972727272727","46.970127","0.611374"
"86114_0530_00021","2469962","0.5354084189723319","46.568736","0.588734"
"","1664572","","",""
"86194_2774_00016","1670682","0.5461234449760766","46.558352","0.391496"
"86137_0802_00008","2633852","0.5040454545454545","47.000215","0.086423"
"86042_0085_00002","2155202","0.5645745454545453","46.972404","0.686977"
"86158_1599_00001","1867262","0.6325134514637903","46.629651","0.315588"
"86072_0025_00009","1667022","0.57095935828877","46.728014","0.654083"
"86194_1430_00075","3661662","0.5942190909090908","46.582393","0.350657"
"86194_2201_00009","1671342","0.5883854545454544","46.600647","0.333468"
"86133_0150_00035","1655372","0.5895307692307692","46.526359","0.330669"
"86066_a199_00018","1674052","0.6412307241910631","46.830099","0.570395"
"86195_0100_00021","2256012","0.5858414408233276","47.003335","0.602179"
"86160_0525_00014","1662052","0.5937505317324184","46.790032","0.187008"
"86031_0120_00001","2503342","0.5250084848484848","46.591097","0.612752"
"86070_8c2kyd","1678972","0.45855722943722943","46.588701","0.645294"
"86095_0200_00273","2217792","0.5317812121212121","46.691856","0.416986"
"86129_3qzaan_00044","923902","0.38416864406779655","46.842545","0.745989"
"86194_1727_00003","2129762","0.5841209090909091","46.592604","0.385441"
"86225_0140_00015","1664592","0.6418939296187682","46.836971","0.094615"
"86161_0160_00014","1852712","0.562155974025974","46.880216","-0.021175"
"86021_0230_00001","2380732","0.569140303030303","46.56145","0.050506"
"86099_0350_00007","1655402","0.5367438735177865","46.477218","0.52151"
"86194_3888_00021_bis","3776442","0.5615664890282132","46.602142","0.338371"
"86250_skzy78_00012","1664612","0.36995729055258464","47.140678","0.010453"
"86177_1330_00030","2798802","0.6860697258297257","46.686631","0.238119"
"86178_0440_00020","2219682","0.5945687135506003","46.478052","0.448672"
"86140_0375_00055","2383662","0.6599090909090909","46.402592","0.729872"
"86026_b081_00004","1833372","0.4253423966942148","47.087332","0.179801"
"86145_0040_00001","2097952","0.4857264349376114","46.462918","0.222708"
"86014_0054_00005","1667522","0.6639119834710743","46.758934","0.579643"
"86019_0071_00001","1713122","0.571376533127889","46.733089","0.432306"
"86214_1904_00010","1655422","0.6149245454545454","46.557903","0.346276"
"86078_0642_00007","3217952","0.5657977922077921","46.14514","0.298135"
"86068_lfq596_00031","2845082","0.40747636363636364","46.202489","0.183025"
"86206_dxm5h2_00002","2678622","0.5035747933884297","47.103562","0.019891"
"86297_1090","1661092","0.5115846563192905","46.609739","0.268755"
"86235_0010_00003","2664522","0.6574474380165288","46.37875","0.413778"
"86123_7wtlu4_00004","3970942","0.4745400699300699","46.566808","0.065713"
"86005_0032_00007","2052132","0.54997495543672","46.930147","0.099003"
"86178_0590_00005","3514262","0.6371651862891206","46.493493","0.448056"
"86210_0035_00003","2121952","0.5361613539651837","47.126208","0.051321"
"86194_3580_00012","1670702","0.6244945454545454","46.561692","0.311123"
"86174_0360_00023","2360682","0.5842411764705882","46.759898","0.488299"
"86157_1180","947562","0.5689333333333333","46.534973","0.415764"
"86158_1800","2802602","0.5207737662337663","46.619785","0.281025"
"86262_b134_00014","1668392","0.5473272727272728","46.417181","0.838383"
"86095_0237_00063","1662082","0.5713681818181817","46.704824","0.416276"
"86214_1092","2738922","0.5951545454545454","46.561755","0.359704"
"86178_a100_00054","2281582","0.6501857478005865","46.489931","0.455172"
"86272_0037_00023","1674132","0.5151080972515856","46.823474","0.492407"
"86194_3670_00011","2593922","0.611408951048951","46.591333","0.344148"
"86194_3775_00048","2667402","0.613705986277873","46.566162","0.339009"
"86041_0775_00047","1662092","0.6029596226415094","46.59806","0.358644"
"86115_1105_00015_bis","1762922","0.5377533492822966","46.687201","0.315825"
"86194_1231_00031","1743852","0.5650677176015473","46.575574","0.386815"
"86070_0129_00054","1502962","0.5464738735177865","46.573611","0.630081"
"86160_1260_00011","2269362","0.6068489256198347","46.783002","0.181333"
"86292_0190_00003","1632582","0.5399049903288201","46.680223","0.179024"
"86194_3182_00025","2116732","0.5797250649350649","46.567342","0.359055"
"86233_0145","2509142","0.50054","46.504411","0.647622"
"86293_0432_00013","2912842","0.5865511764705882","46.437482","0.270925"
"86221_0060_00012","1667852","0.6046351410658307","46.816961","0.382359"
"86297_1010_00001","3926802","0.4406134231200897","46.561124","0.281956"
"86163_0652_00002","1670742","0.5960373737373736","46.618221","0.397909"
"86224_0050_00005","4267812","0.6581807228915662","46.89903","0.406695"
"86195_0010_00003","3928662","0.6100563949843261","47.004546","0.599202"
"86263_0165_00032","3966672","0.5963105317324184","46.509405","0.359379"
"86041_0732_00028","1052952","0.5661972727272726","46.611129","0.355655"
"86214_1496_00012","2010312","0.6140963636363636","46.561257","0.357357"
"86194_2512","3966842","0.3925125174825175","46.558685","0.393597"
"86194_5900_00007","1670772","0.4550890235690235","46.593366","0.383997"
"86194_2278_00009","1062882","0.5610568085106383","46.570805","0.388175"
"86070_2615_00004","1779152","0.5573195357833656","46.569301","0.639644"
"86112_0020_00022","2261072","0.6300452696456085","46.227933","0.687277"
"86194_2772_00005","2358952","0.6244534710743801","46.580659","0.384801"
"86014_0115_00009","1668152","0.6532887878787877","46.752363","0.567448"
"86194_4430_00008_bis","2175422","0.5475634169278997","46.569643","0.319635"
"86272_0040_00026","1674162","0.5291457575757575","46.828676","0.464556"
"86209_0054_00004","1655532","0.6067481818181818","46.480851","0.337033"
"86059_0750_00004","2042702","0.5521803305785123","46.483877","0.725598"
"86293_0619_00005","2848142","0.5551499999999999","46.423469","0.25559"
"86077_0152_00012","1917942","0.5725011764705882","46.443366","0.671772"
"86194_1945_00034","1670802","0.47263090909090905","46.59144","0.366323"
"86174_0367_00002","1855612","0.5084253832442066","46.765237","0.477387"
"86259_0080_00005","1668262","0.6314543850267379","46.776184","0.615496"
"86263_0085_00004","1660642","0.48801280991735535","46.506432","0.346048"
"86169_0015_00003","1664652","0.5258447826086955","47.109871","-0.02343"
"86256_0102_00060","1679022","0.6253943605546994","46.530365","0.485648"
"86066_3647_00015","1668532","0.6301981818181818","46.808471","0.52459"
"86070_1763_00006","1679052","0.5904025874125873","46.564255","0.632471"
"86245_0098_00015","3508092","0.5934674780058651","46.776475","0.615744"
"86209_0153_00014","2318022","0.6455248387096774","46.47726","0.362368"
"86006_0120_00042","2562532","0.6135535885167464","46.560424","0.862995"
"86088_0014_00015","2081362","0.5856253146853146","46.545255","0.29157"
"86052_a012_00010","1654232","0.6470607970112079","46.316981","0.32865"
"86297_2050","1659262","0.5964247527910684","46.610892","0.278579"
"86129_0050_00004","1668632","0.4742217171717171","46.849833","0.770347"
"86082_ik7wzt_00016","2150222","0.6826129159519724","46.303472","0.185314"
"86300_0200_00011","2394362","0.4900727272727272","46.674937","0.216801"
"86100_1400_00001","3179522","0.6097036363636363","46.536316","0.273415"
"86194_3804_00067","1193592","0.57036499032882","46.593851","0.382922"
"86194_4356_00008","1193572","0.6026571328671327","46.603431","0.337891"
"86066_0128_00039","1668842","0.6173009888357256","46.794653","0.583814"
"86174_0093_00014","1668932","0.5613245454545455","46.761313","0.496253"
"86066_3431_00094","1674992","0.6514636363636362","46.834953","0.586355"
"86245_d3eqas_00041","1674182","0.4663058795749704","46.792797","0.620351"
"86161_0340_00011","2056122","0.5821834965034964","46.885114","-0.006324"
"86100_2320_00002","1655602","0.6099661983471073","46.537547","0.276611"
"86016_0110_00006","2123022","0.5563663636363636","46.661598","0.304837"
"86123_5r6h5t_00001","1725022","0.5103353475935828","46.555755","0.114721"
"86174_0112_00046","1723232","0.5932262237762237","46.7663","0.480628"
"86297_1255_00011","1049792","0.6092443801652891","46.567626","0.267281"
"86263_0175_00002","1655622","0.57486935828877","46.505664","0.347335"
"86133_0950_00003","1705782","0.556710909090909","46.520597","0.322206"
"86149_0310_00022","1664672","0.5466818181818182","46.916857","0.057352"
"86194_1568_00020","1756832","0.5925899999999998","46.588091","0.373649"
"86109_0380_00005","1730232","0.5199366007905138","46.878614","0.149342"
"86050_0260_00035","2506472","0.4897218819776714","46.661492","-0.003542"
"86213_0185_00016","3662202","0.4734620661157024","46.406115","0.038495"
"86256_0052_00015","1873832","0.6357097317436661","46.536551","0.472639"
"86177_1178_00010","1803072","0.520020118577075","46.682361","0.233392"
"86261_0088","2132362","0.5027695526695526","46.569444","0.465356"
"","3595262","","",""
"86041_0330_00006","1662172","0.5862639037433155","46.598477","0.349602"
"86082_iydb11_00001","1654272","0.5065976152832675","46.290315","0.230622"
"86007_44iqkn_00003","4036582","0.5582196103896103","46.853134","0.543254"
"86174_0376_00072","2584222","0.44039175084175086","46.769952","0.500281"
"86165_0360_00003","1156502","0.6108127272727272","46.428931","0.874262"
"86245_0050_00038","1674212","0.5581067193675888","46.810878","0.619088"
"86188_0175_00002","2086862","0.7031217554858934","46.333031","0.215107"
"86233_0025_00014","1679082","0.5743145454545453","46.507188","0.630485"
"86128_0014_00001","1791672","0.42803473751600507","46.821024","0.333517"
"86022_0022_00002","3525322","0.5312749903288201","47.067252","-0.065914"
"86070_glrtq8","1679092","0.4230726573426573","46.546063","0.62703"
"86222_0217_00010","2673302","0.5511327764127764","46.668024","0.406771"
"86158_1570_00047","1662202","0.6037668953687821","46.633619","0.327996"
"86297_0945_00003","2262192","0.6336391222570533","46.602065","0.286799"
"86222_nohpcd_00006_bis","1662112","0.5082627068437181","46.670667","0.436061"
"86174_0225_00005","1669752","0.5634332467532467","46.763634","0.478318"
"86297_0907_00011","1692012","0.6515848387096773","46.609883","0.270449"
"86190_0060_00033","1668472","0.59702101010101","46.335645","0.708578"
"86183_0025_00026","1571532","0.5588490909090909","46.967926","0.604549"
"86298_0095_00048","3573682","0.6602718181818181","46.715374","0.555903"
"86140_0140_00006","1668482","0.551624396014944","46.399568","0.716209"
"86073_0140_00006","1662232","0.46429737564322465","46.707885","0.030153"
"86016_0064_00044","1633212","0.5126390063424947","46.660881","0.302301"
"86077_0144_00009_bis","2463492","0.4481826018808777","46.444698","0.668852"
"86180_0980_00005","1655682","0.6280525423728812","46.500408","0.40983"
"86016_0075_00020","1633492","0.4519650096711798","46.660443","0.296109"
"86180_1720_00037","1821652","0.6289609404388715","46.499485","0.450916"
"86174_0115_00009","1670062","0.5352421212121211","46.759331","0.495161"
"86076_0095_00027","3879022","0.5426429644268773","46.645152","0.239597"
"86016_0064_00014","1710002","0.5126390063424947","46.660083","0.301674"
"86167_0300_00006","3861722","0.6638158823529411","46.916216","0.21398"
"86174_0360_00020","3206622","0.5842411764705882","46.760057","0.487821"
"86164_0044_00018","4057652","0.5710029946524064","46.731214","0.617155"
"86062_0290_00010","1791282","0.6592927972027972","46.659245","0.3805"
"86066_2300_00079","2034922","0.6261361983471073","46.822531","0.528217"
"86272_0307_00039","1674242","0.3820312075983717","46.827502","0.480709"
"86092_0080_00018","1674252","0.6580354545454545","46.935441","0.592351"
"86178_a060_00002","1655712","0.581817213114754","46.484711","0.458684"
"86121_0135_00021","1633672","0.491389344262295","46.620145","0.074006"
"86297_0825","2164612","0.45676666666666665","46.572342","0.271364"
"86133_0140_00008","1670872","0.4466504278074866","46.521593","0.319958"
"86204_a020_00002","1633372","0.4540219260400616","46.610769","0.211842"
"86082_iydb11_00003","3467262","0.5065976152832675","46.290164","0.234574"
"86112_0058_00001","1327942","0.6081863636363636","46.231203","0.692287"
"86082_qo60sk_00035","1654372","0.7064384051036683","46.303772","0.182084"
"86062_1956_00018","1889252","0.6756222459893048","46.659031","0.380906"
"86062_1880_00012","1735712","0.6474666666666666","46.621784","0.36184"
"86294_2030_00003","4255002","0.5744020855614973","46.64801","0.171538"
"86070_1790_00008","1746702","0.5455384189723319","46.569527","0.632959"
"86256_0040_00066","1679212","0.5051799999999999","46.536973","0.473813"
"86010_0125_00044","4126982","0.5571799999999999","46.444719","0.34024"
"86076_0107_00003","1632832","0.5337075757575758","46.649088","0.224725"
"86256_0082_00082","3015052","0.5903503427719821","46.530258","0.48666"
"86197_0070_00011","1747192","0.5401840812379111","47.005246","0.276646"
"86272_0040_00003","1674302","0.5195038842975206","46.829787","0.462506"
"86041_1020_00073","3749952","0.561794081237911","46.599272","0.349222"
"86129_0009_00019","1855542","0.5231339393939394","46.847251","0.762579"
"86088_0014_00015","3315352","0.5856253146853146","46.545255","0.29157"
"86182_0030_00006","3552562","0.5116620661157024","46.882806","0.32039"
"86045_0094","2566862","0.44393674641148323","46.380665","0.176537"
"86293_0432_00053","1989302","0.5865511764705882","46.436878","0.270919"
"86099_0157_00003","1800302","0.5135093388429751","46.481152","0.52356"
"86214_1950","1754132","0.4869938961038961","46.56143","0.356642"
"86133_0959_00018","3310362","0.5649869696969696","46.513134","0.286123"
"86041_2080_00016","1692382","0.5805590909090907","46.599516","0.345698"
"86052_0112_00005","2567012","0.6575119834710742","46.316028","0.32856"
"86177_1448_00015","1633882","0.6681430303030302","46.68261","0.236909"
"86066_3fjr7j_00011","2337012","0.6043668953687821","46.797993","0.523515"
"86100_1220_00062","1655832","0.6265244976076555","46.5382","0.255281"
"86258_0162_00007","2090382","0.6141635885167462","46.81064","0.428811"
"86147_0094_00002_bis","1779232","0.533562914072229","46.427907","0.235876"
"86066_3713_00012","2271882","0.6343445768025079","46.811763","0.559681"
"86041_a080_00011","3725612","0.48105749039692697","46.596112","0.343978"
"86032_0006_00036","1670932","0.5809375401069518","46.684071","0.561778"
"86213_0070_00015","1655842","0.5664501694915254","46.421496","0.041266"
"","1653892","","",""
"86194_2059_00067","2053232","0.6261471074380165","46.568724","0.35123"
"86066_0235_00007","2465042","0.5343680789022298","46.792811","0.574618"
"86137_0806_00001","2361572","0.5228638842975206","47.000989","0.084999"
"86194_3610_00003","2825462","0.5768909764309764","46.588975","0.342175"
"86265_ts7vp1_00012","2149732","0.3910280570409982","46.858513","0.383184"
"86128_0049_00045","1115112","0.5730854545454545","46.795752","0.318901"
"86070_2495_00060","1678072","0.547988418972332","46.561855","0.627292"
"86209_0143_00008","1681012","0.6428893841642228","46.478007","0.370752"
"86233_0170","1679262","0.46854266862170085","46.476025","0.659652"
"86032_b210_00003","1415322","0.49520999999999993","46.688865","0.572999"
"86066_3590_00020","2584202","0.5789814285714285","46.80497","0.539333"
"86164_0038_00030","1868222","0.5970756598240469","46.737357","0.620512"
"86194_3870_00170","1673432","0.6025066310160427","46.591907","0.33566"
"86083_0049_00113","1655862","0.6047264646464646","46.487548","0.190867"
"86293_0490","1655872","0.4614712280701754","46.423239","0.252846"
"86226_0020_00053","3326732","0.6244935885167463","46.558502","0.493414"
"86128_fnsybf_00037","3400832","0.44421842195540306","46.824842","0.334916"
"86100_1137_00057","2680612","0.6835447035573122","46.539945","0.26203"
"86076_0165_00055","1634092","0.5348493939393939","46.642529","0.21545"
"86211_238lz9_00007","4029602","0.5668936363636363","46.275285","0.308856"
"86081_0130_00063","1990962","0.6079780165289256","46.792208","0.45723"
"86145_0070_00014","2324372","0.5067771881606765","46.464935","0.22405"
"86207_a001_00020","3333032","0.6501563636363636","46.778707","0.820371"
"86062_0400_00006","2280832","0.43593038961038955","46.654","0.370682"
"86041_0455","2219662","0.49001583975346685","46.597401","0.376649"
"86066_0712_00059","2296872","0.6355063157894736","46.825535","0.509078"
"86194_8870_00004","1670912","0.480925395894428","46.566593","0.351571"
"86103_m9n84a_00006","2248792","0.5049544608879493","46.375505","0.406963"
"86158_1008_00016","1662422","0.6290709404388715","46.619951","0.273665"
"86194_2041_00009","3884092","0.5186072727272727","46.574429","0.386523"
"86158_1450_00011","1663052","0.5591050079744816","46.633135","0.333347"
"86194_2004_00004","3124692","0.6049375401069519","46.564019","0.317227"
"86136_i4jtyb","1153222","0.3559392069632495","46.074753","0.302098"
"86222_0313_00046","3206472","0.5649513397129186","46.6664","0.42902"
"86116_35kpxh","1655922","0.4230940259740259","46.445048","0.038942"
"86102_0140_00008","4041272","0.3249680165289256","46.657708","0.137013"
"86194_3655_00003","2996532","0.5713350649350648","46.585915","0.380608"
"86045_0220_00001","1655942","0.6119363157894736","46.42623","0.188888"
"86114_0245_00013","1679292","0.5039237105751392","46.559606","0.611013"
"86042_0065_00016","1654012","0.5664172727272726","46.975326","0.675455"
"86208_B041","1633442","0.653973912543153","46.703823","0.136607"
"86115_1610_00010","3718402","0.5164099999999999","46.709258","0.385392"
"86016_0083_00009","1634492","0.5467622630560929","46.666752","0.303528"
"86016_0069_00007","1890262","0.48279909090909084","46.664904","0.302757"
"86016_0055_00022","1741052","0.5489522630560929","46.657518","0.301561"
"86139_0220_00019","2586582","0.5477431721470019","46.43668","0.13343"
"86209_0144_00002","4146732","0.6685295187165774","46.471356","0.394542"
"86103_0012_00022","1656132","0.5723718181818181","46.372582","0.395271"
"86021_0280_00003","1633462","0.5880060028860028","46.563658","0.047957"
"86017_0690_00029_bis","4038492","0.348182880921895","46.66338","0.080143"
"86116_a006_00017","1708882","0.5420795357833655","46.465791","0.075667"
"86271_0140_00004","1662502","0.5982171074380165","46.768177","0.240901"
"86046_0079_00016","1671392","0.6166581339712918","46.771101","0.546787"
"86289_0120_00056","1975752","0.4180621933621933","46.221579","0.647814"
"86036_0125_00004","3718432","0.570137540106952","47.090645","0.077102"
"86163_2065_00027_ter","1662512","0.6361816577540107","46.635927","0.402668"
"86066_3593_00050","1800142","0.6724572727272726","46.791821","0.529716"
"86041_0768_00007","1662522","0.58209935828877","46.600125","0.361412"
"86157_2000_00015","4313712","0.6208487673343606","46.537175","0.418963"
"86290_1121_00004","1931022","0.6310462032085562","46.458706","0.370904"
"86133_0200_00005","1657722","0.5482486266924564","46.518537","0.322023"
"86180_0740_00015","1657762","0.6617727972027972","46.498423","0.41131"
"86297_0585_00003","2566842","0.6079361983471074","46.575194","0.268165"
"86121_0085_00014","1633482","0.5901236363636363","46.616028","0.075037"
"86284_0100_00009","1657772","0.5124275206611569","46.434157","0.483714"
"86163_1865_00003","1662542","0.5842825874125873","46.621763","0.421024"
"86194_2004_00026","2502782","0.6121362237762238","46.562729","0.316183"
"86194_2004_00029","1670982","0.6121362237762238","46.562382","0.31616"
"86300_0062_00017","3776462","0.5591732467532466","46.680576","0.208817"
"86192_0110_00013","2168972","0.5673948128342245","46.332243","0.868453"
"86256_0120_00032","1679342","0.6132390909090909","46.533683","0.477695"
"86160_1206_00009","1796772","0.5351881818181817","46.782705","0.191679"
"86256_0120_00079","1679372","0.6132390909090909","46.533632","0.478247"
"86268_mpnvrz_00004","1679382","0.41833878787878787","46.509892","0.569084"
"86297_0345_00046","1658322","0.511634775928297","46.606538","0.284008"
"86095_1l8944","1363742","0.45917969696969696","46.679594","0.443574"
"86298_0034_00010","2041182","0.6250914876033057","46.718826","0.541824"
"86165_0410_00105","2195822","0.6108828282828282","46.434189","0.863003"
"86298_0150_00014","3680572","0.6636174380165288","46.720377","0.536432"
"86209_0075_00009","1748122","0.6483842424242424","46.477506","0.33161"
"86066_0210_00006","3421182","0.6450170878274267","46.819138","0.531711"
"86116_0158","1831332","0.503779019607843","46.438951","0.049904"
"86079_0290_00002_bis","4304212","0.5904229325513196","46.959661","0.175794"
"86258_0274_00003","1705432","0.6024634710743801","46.813425","0.421105"
"86041_1044_00034","1730362","0.6221518181818181","46.595774","0.363374"
"86128_0013_00008","2121782","0.6096090909090909","46.80701","0.321044"
"86082_xbtanz_00001","1654472","0.5363386776859503","46.289445","0.251128"
"86165_1356_00022","1123372","0.5940407692307692","46.420059","0.85143"
"86165_0005_00012","2477782","0.61034101010101","46.420519","0.863033"
"86032_0064_00015","1671922","0.6362827272727273","46.683585","0.564034"
"86041_0055_00012","1182102","0.5558476437847866","46.608923","0.357209"
"86082_ulc9kl_00031","1654482","0.7465035353535353","46.366722","0.202428"
"86027_0290_00037","2774352","0.5115508245243129","46.574619","0.311876"
"86111_0070_02296","1674442","0.5590118181818182","46.882146","0.567721"
"86157_1330_01260","1679422","0.6377990909090909","46.543857","0.411996"
"86053_0275_00009","1633302","0.5607631578947369","46.717664","0.157812"
"86177_1478_00010","1634792","0.7055353731343282","46.684211","0.23859"
"86140_0395_00010","1596142","0.6380381818181818","46.39784","0.717361"
"86121_0100_00007","1657852","0.5867453146853147","46.626834","0.07965"
"86204_0091_00001","1882192","0.5432204448742747","46.606512","0.229604"
"86070_3110_00031","2155622","0.5869457219251337","46.56764","0.649156"
"86066_1854_00014","2245302","0.6218634710743801","46.801069","0.548844"
"86194_1209_00006","3310472","0.5405539393939394","46.592977","0.406238"
"86255_mwh09s_00023","1654522","0.49416","46.162534","0.34783"
"86029_B098","1344172","0.4388504642166344","46.20753","0.239096"
"86200_a053_00005","3418062","0.6084308612440191","46.113715","0.571293"
"86126_0016_00014","2271022","0.6182227586206896","46.503732","0.773606"
"86263_0220_00001","1657862","0.5234293939393939","46.511099","0.350697"
"86157_1180","4021662","0.5689333333333333","46.534973","0.415764"
"86083_j3nm5s_00027","3262972","0.5643296103896103","46.487305","0.183225"
"86083_j3nm5s_00027","1657872","0.5643296103896103","46.487305","0.183225"
"86114_0248_00002","2537152","0.48935999999999996","46.567535","0.577408"
